ObjectId;Country;ISO2;ISO3;Indicator;Unit;Source;CTS_Code;CTS_Name;CTS_Full_Descriptor;Trade_Flow;Scale;F1994;F1995;F1996;F1997;F1998;F1999;F2000;F2001;F2002;F2003;F2004;F2005;F2006;F2007;F2008;F2009;F2010;F2011;F2012;F2013;F2014;F2015;F2016;F2017;F2018;F2019;F2020;F2021;F2022;F2023
520;Cyprus;CY;CYP;Exports of low carbon technology products as percent of GDP;Percent;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLX;"Trade in Low Carbon Technology Products; Exports";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports;Exports;Units;0.130915438534833;0.115502747699489;0.193211311039196;0.153869759151815;0.127224050855855;0.108064935651688;0.0819280646377378;0.0846038070974013;0.0544517524312848;0.0533855275558689;0.105743025930321;0.113336252298627;0.323905587842896;0.521558695350926;0.397100452456499;0.381477462263065;0.509860110159369;0.388284450896705;0.157225355882762;0.080214738459133;0.0614685842219085;0.080694702220322;0.0588668028376925;0.0992339500677882;0.06763414636354;0.0460249984123484;0.0698866544767913;0.0751864648302765;0.0714960480115176;0.0665134680314742
521;Cyprus;CY;CYP;Exports of low carbon technology products as share of total exports;Percent;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLX;"Trade in Low Carbon Technology Products; Exports";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports;Exports;Units;;;;;1.22172423250751;1.1343133564786;2.03743220529228;2.02817379116075;1.47112463711486;1.62724478477861;1.93306961538947;1.46035730859948;4.97824030400671;9.02856893366836;6.77714353154536;7.90106976940302;9.39265553042956;5.89973165176315;2.26496337446348;0.953067067731192;0.451728525063437;0.489582369793585;0.418912495083133;0.699923790753977;0.360030342137897;0.35491911739436;0.577470896611373;0.568744153231523;0.481470685320897;0.429998183901421
522;Cyprus;CY;CYP;Imports of low carbon technology products;US Dollars;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLM;"Trade in Low Carbon Technology Products; Imports";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports;Imports;Units;88946416;95571401;113256032;90878312;144007464;116005945;105221224;104615903;79097904;90009887;162175625;111305644;148143888;241520159;303213737;294374504;310285358;268436517;163268859;103532446.59;143163596.019;81666016.133;93947337.246;114819521.767;147281945.918;178735570.976;191489024.618;267065930.554;270123461.172;526687489.94
523;Cyprus;CY;CYP;Imports of low carbon technology products as percent of GDP;Percent;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLM;"Trade in Low Carbon Technology Products; Imports";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports;Imports;Units;1.11131928715188;0.961758101195094;1.13075058729255;0.952170913791039;1.40481644731476;1.10456466975848;1.05347578035555;1.00621386474938;0.692526692617386;0.618527844385323;0.935930705178143;0.594797927063057;0.725409954665532;1.00289299127311;1.08463347844553;1.13134650107499;1.20168559137062;0.971303733692519;0.651431920728224;0.432103027815544;0.616240682010395;0.410152901324257;0.446509158311646;0.500555092323487;0.575119825112934;0.688776811593401;0.759661541631328;0.905232213313353;0.922749636674873;1.63645305926652
524;Cyprus;CY;CYP;Imports of low carbon technology products as share of total imports;Percent;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLM;"Trade in Low Carbon Technology Products; Imports";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports;Imports;Units;;;;;3.90790845616707;3.20650372109527;3.38032039028724;3.12701950260857;2.143170803848;2.21917859040554;2.94635281199606;1.77091274640952;2.14049757310725;2.79702712678181;2.840414646097;3.75742964005151;3.61891232542178;3.0912024182764;2.23747379148134;1.63884651996406;1.79059209274599;1.1628533255964;1.19997445710129;1.24393659089609;1.36187175953049;1.96420877250063;2.1858040050905;2.56865012057282;2.21318169598456;3.79294641442394
525;Cyprus;CY;CYP;Total trade in low carbon technology products;US Dollars;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTL;Trade in Low Carbon Technology Products;Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products;Not Applicable;Units;99424466;107049089;132608086;105564146;157049177;127355371;113404204;113412148;85317187;97778697;180498500;132514468;214292185;367123728;414224797;393634314;441935540;375745613;202674365;122752002.091;157443833.946;97733231.145;106333151.234;137582240.326;164602316.825;190678923.644;209105458.472;289247800.465;291053038.58;548094649.361
526;Cyprus;CY;CYP;Total trade in low carbon technology products as percent of GDP;Percent;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTL;Trade in Low Carbon Technology Products;Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products;Not Applicable;Units;1.24223472568671;1.07726084889458;1.32396189833175;1.10604067294285;1.53204049817061;1.21262960541017;1.13540384499329;1.09081767184679;0.746978445048671;0.671913371941192;1.04167373110846;0.708134179361684;1.04931554250843;1.52445168662403;1.48173393090203;1.51282396333806;1.71154570152999;1.35958818458922;0.808657276610986;0.512317766274678;0.677709266232303;0.490847603544579;0.505375961149338;0.599789042391276;0.642753971476474;0.734801810005749;0.829548196108119;0.980418678143629;0.99424568468639;1.702966527298
527;Cyprus;CY;CYP;Trade balance in low carbon technology products;US Dollars;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLB;"Trade in Low Carbon Technology Products; Trade Balance";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance;Not Applicable;Units;-78468366;-84093713;-93903978;-76192478;-130965751;-104656519;-97038244;-95819658;-72878621;-82241077;-143852750;-90096820;-81995591;-115916590;-192202677;-195114694;-178635176;-161127421;-123863353;-84312891.089;-128883358.092;-65598801.121;-81561523.258;-92056803.208;-129961575.011;-166792218.308;-173872590.764;-244884060.643;-249193883.764;-505280330.519
528;Cyprus;CY;CYP;Trade balance in low carbon technology products as percent of GDP;Percent;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLB;"Trade in Low Carbon Technology Products; Trade Balance";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance;Not Applicable;Units;-0.980403848617042;-0.846255353495604;-0.937539276253355;-0.798301154639224;-1.2775923964589;-0.996499734106791;-0.971547715717816;-0.921610057651983;-0.638074940186101;-0.565142316829455;-0.830187679247822;-0.481461674764429;-0.401504366822636;-0.481334295922182;-0.687533025989035;-0.749869038811927;-0.691825481211248;-0.583019282795814;-0.494206564845461;-0.351888289356412;-0.554772097788486;-0.329458199103935;-0.387642355473953;-0.401321142255699;-0.507485678749394;-0.642751813181052;-0.689774887154536;-0.830045748483076;-0.851253588663355;-1.56993959123505
529;Czech Rep.;CZ;CZE;Comparative advantage in low carbon technology products;Index;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLA;"Trade in Low Carbon Technology Products; Comparative Advantage";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Comparative Advantage;Not Applicable;Units;;;;;1.48210789859854;1.39100767970265;1.47848872501894;1.47746138580576;1.44249324240937;1.35995005179378;1.1594512224414;1.18363667379271;1.21391243621543;1.24606105767328;1.33676527770742;1.22699658807328;1.22921350190161;1.36019595839491;1.27840607514838;1.26865968668528;1.1739996717732;1.0680324619682;1.12015429828122;1.10396546492662;1.16313178347269;1.20064762790457;1.37330443014816;1.75992134334944;2.16917432794147;2.506343670469
530;Czech Rep.;CZ;CZE;Exports of low carbon technology products;US Dollars;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLX;"Trade in Low Carbon Technology Products; Exports";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports;Exports;Units;339365210;718407497;799520589;;1354701026;1283131949;1535717780;1783503097;1964992823;2382386072;3028112566;3478578022;4437835901;5952598187;7748439550;6061829833;7067987783;8957169397;8060079307;8141736479;8324390633;7320859024;7907050553;9168765432;10528844956;11282278952;13808735505;20486919208;22302139224;27737853218
531;Czech Rep.;CZ;CZE;Exports of low carbon technology products as percent of GDP;Percent;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLX;"Trade in Low Carbon Technology Products; Exports";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports;Exports;Units;;1.19456967769211;1.18643490173263;;2.02855426206119;1.96880798159455;2.48403762194092;2.63019820970018;2.39096872182068;2.37940435886718;2.52733044313222;2.53645354626332;2.83995978491633;3.1331476525203;3.26758200119222;2.92054726070689;3.38068100580985;3.90183949475531;3.85912444759859;3.84614534045384;3.97613535943945;3.89338948982375;4.02861732204378;4.19375650455473;4.22844260705904;4.46737685995923;5.61388770471244;7.27024756716605;7.67542166557928;8.35415668353524
532;Czech Rep.;CZ;CZE;Exports of low carbon technology products as share of total exports;Percent;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLX;"Trade in Low Carbon Technology Products; Exports";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports;Exports;Units;;;;;5.12757806730869;4.89026229920677;5.30229169364702;5.35302736942069;5.10858205174969;4.89001430981131;4.39184984544507;4.46737627722187;4.67525396764183;4.84941165037192;5.26224538860711;5.35677962414423;5.31399322253202;5.49743450987588;5.12752350233746;5.01608746292065;4.75647586433916;4.63734258219755;4.86071638379517;5.03430122613533;5.20641691260278;5.66640732497914;7.19554688272018;9.0438754645068;9.21683638535769;10.8449573212719
