ObjectId;Country;ISO3;Indicator;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;Source
223;Cook Islands;COK;Climate related disasters frequency, Number of Disasters: Storm;;1;;;;;;1;;;1;;;;;;;1;;;;1;;;;1;;;;;1;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
224;Cook Islands;COK;Climate related disasters frequency, Number of Disasters: TOTAL;;1;;;;;;1;;;1;;;;;;;1;;;;1;;;;1;;;;;1;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
225;Costa Rica;CRI;Climate related disasters frequency, Number of Disasters: Drought;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;1;;;;1;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
226;Costa Rica;CRI;Climate related disasters frequency, Number of Disasters: Flood;1;;;;;;;;1;;;1;;1;1;;1;;;1;;1;2;1;2;2;;2;3;;2;1;1;;;1;;;1;;;1;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
227;Costa Rica;CRI;Climate related disasters frequency, Number of Disasters: Landslide;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
228;Costa Rica;CRI;Climate related disasters frequency, Number of Disasters: Storm;;;;;;;;;1;;;;;;;1;2;;1;;;;;;;1;;;1;;;;;;;;1;1;;;1;;1;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
229;Costa Rica;CRI;Climate related disasters frequency, Number of Disasters: TOTAL;1;;;;;;;;2;;;1;1;1;2;1;3;;2;1;1;1;2;1;2;3;;2;4;;2;1;1;;1;1;1;1;2;;1;1;1;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
230;Costa Rica;CRI;Climate related disasters frequency, Number of Disasters: Wildfire;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
231;Côte d'Ivoire;CIV;Climate related disasters frequency, Number of Disasters: Drought;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
232;Côte d'Ivoire;CIV;Climate related disasters frequency, Number of Disasters: Flood;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;1;1;;2;;;;2;1;1;1;1;1;1;;1;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
233;Côte d'Ivoire;CIV;Climate related disasters frequency, Number of Disasters: Landslide;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
234;Côte d'Ivoire;CIV;Climate related disasters frequency, Number of Disasters: TOTAL;1;;;;;;;;;1;;;;;;;1;;;;;;;;;;;1;1;1;2;;;;2;1;1;1;1;1;1;;1;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
235;Croatia, Rep. of;HRV;Climate related disasters frequency, Number of Disasters: Drought;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
236;Croatia, Rep. of;HRV;Climate related disasters frequency, Number of Disasters: Extreme temperature;;;;;;;;;;;;;;;;;;;;;1;;;1;;1;;;;;1;;2;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
237;Croatia, Rep. of;HRV;Climate related disasters frequency, Number of Disasters: Flood;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;2;;1;;2;1;;;1;1;;;1;1;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
238;Croatia, Rep. of;HRV;Climate related disasters frequency, Number of Disasters: Storm;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;1;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
239;Croatia, Rep. of;HRV;Climate related disasters frequency, Number of Disasters: TOTAL;;;;;;;;;;;;;;;;;;1;;;3;1;;3;;3;1;2;;;3;;3;;2;1;;2;1;1;;;1;2;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
240;Croatia, Rep. of;HRV;Climate related disasters frequency, Number of Disasters: Wildfire;;;;;;;;;;;;;;;;;;1;;;1;;;1;;;;2;;;;;;;;;;1;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
241;Cuba;CUB;Climate related disasters frequency, Number of Disasters: Drought;;1;;;;;1;;;;;;;1;;;;;1;;1;;;;1;;;;;;;;;;;1;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
242;Cuba;CUB;Climate related disasters frequency, Number of Disasters: Flood;;;;1;;1;1;;1;;2;;1;2;1;1;2;1;;;1;;1;1;;;1;1;1;;;;1;1;;1;;;;;;;1;1;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
243;Cuba;CUB;Climate related disasters frequency, Number of Disasters: Storm;1;;1;;;1;;;2;;;;;1;1;2;1;;1;1;;1;2;;2;2;1;2;4;;;;2;;;;1;1;2;1;2;2;2;1;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
244;Cuba;CUB;Climate related disasters frequency, Number of Disasters: TOTAL;1;1;1;1;;2;2;1;3;;2;;1;4;2;3;3;1;2;2;2;1;3;1;3;2;2;3;5;;;;3;1;;2;1;1;2;1;2;2;3;2;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
245;Cuba;CUB;Climate related disasters frequency, Number of Disasters: Wildfire;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
246;Cyprus;CYP;Climate related disasters frequency, Number of Disasters: Drought;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
247;Cyprus;CYP;Climate related disasters frequency, Number of Disasters: Extreme temperature;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;1;;;;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
248;Cyprus;CYP;Climate related disasters frequency, Number of Disasters: Storm;;;;1;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
249;Cyprus;CYP;Climate related disasters frequency, Number of Disasters: TOTAL;;;;1;;;;;;;;1;;;;;;;1;;3;;;1;1;;;1;;;;;;;;;;;;;;1;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
250;Cyprus;CYP;Climate related disasters frequency, Number of Disasters: Wildfire;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
251;Czech Rep.;CZE;Climate related disasters frequency, Number of Disasters: Extreme temperature;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;1;;2;;;;;;1;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
252;Czech Rep.;CZE;Climate related disasters frequency, Number of Disasters: Flood;;;;;;;;;;;;;;;;;1;1;1;;1;;1;;;1;2;;;1;3;;;1;;;;;;;;1;;1;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
253;Czech Rep.;CZE;Climate related disasters frequency, Number of Disasters: Storm;;;;;;;;;;;;;;;;;;;;;;;2;;;1;;1;1;1;;;;;;;;1;;;1;2;2;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
254;Czech Rep.;CZE;Climate related disasters frequency, Number of Disasters: TOTAL;;;;;;;;;;;;;;;;;1;1;1;;1;;3;1;;3;2;1;1;2;4;;2;1;;;;1;1;;1;3;2;1;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
255;Denmark;DNK;Climate related disasters frequency, Number of Disasters: Drought;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
256;Denmark;DNK;Climate related disasters frequency, Number of Disasters: Storm;1;1;;1;;1;;;;;3;;;;;;;;;1;;;1;;;1;;1;;;1;;;2;;;;;;;;;1;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
257;Denmark;DNK;Climate related disasters frequency, Number of Disasters: TOTAL;1;1;;1;;1;;;;;3;;1;;;;;;;1;;;1;;;1;;1;;;1;;;2;;;;;;;;;1;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
258;Djibouti;DJI;Climate related disasters frequency, Number of Disasters: Drought;1;;;1;;;;;1;;;;;;;;1;;;1;;;;;;1;;1;1;;1;;;;;;;;;;;;1;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
259;Djibouti;DJI;Climate related disasters frequency, Number of Disasters: Flood;;1;;;;;;;;1;;;;1;1;;;;;;;;;;1;;;;;;;;;;;;;;;1;1;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
260;Djibouti;DJI;Climate related disasters frequency, Number of Disasters: Storm;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
261;Djibouti;DJI;Climate related disasters frequency, Number of Disasters: TOTAL;1;1;;1;;;;;1;1;;;;1;1;1;1;;;1;;;;;1;1;;1;1;;1;;;;;;;;1;1;1;;1;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
262;Dominica;DMA;Climate related disasters frequency, Number of Disasters: Storm;1;;;;1;;;;;1;;;;;;2;;;;1;;;;;;;;1;;;;1;;;;1;;1;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
263;Dominica;DMA;Climate related disasters frequency, Number of Disasters: TOTAL;1;;;;1;;;;;1;;;;;;2;;;;1;;;;;;;;1;;;;1;;;;1;;1;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
264;Dominican Rep.;DOM;Climate related disasters frequency, Number of Disasters: Flood;;1;;;;1;;;1;;;1;;2;;;1;;;;;;1;2;1;1;;2;;2;2;1;2;1;1;2;2;;1;;;;2;2;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
265;Dominican Rep.;DOM;Climate related disasters frequency, Number of Disasters: Storm;1;;;;;;1;1;;1;;;;;;2;1;;1;;;1;;1;3;1;;3;3;;1;2;2;;;1;1;3;1;;2;2;1;1;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
266;Dominican Rep.;DOM;Climate related disasters frequency, Number of Disasters: TOTAL;1;1;;1;;1;1;1;1;1;;1;;2;;2;2;;1;;;1;1;3;4;3;;5;3;2;3;3;4;1;1;3;3;3;2;;2;2;3;3;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
267;Dominican Rep.;DOM;Climate related disasters frequency, Number of Disasters: Wildfire;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
