ObjectId;Country;ISO3;Indicator;CTS Name;Unit;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
106;Bahamas, The;BHS;Expenditure on environment protection;Environmental Protection Expenditures;Percent of GDP;;;;;;0;0;0;0;0;0;;;;;0,985350662;1,060158896;0,995671203;0,93910911;0,932505348;0,929838281;0,690188904;0,927362979;0,694986885;0,780191668;1,579875347;1,265216339;
107;Bahamas, The;BHS;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Domestic Currency;;;;;;0;0;0;0;0;0;;;;;73945568,02;67735508,58;71323262,02;68855744,67;63339746,46;68301683,66;37911595,28;36730918,09;43587026,36;57838791;78601149;67005434;
108;Bahamas, The;BHS;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Percent of GDP;;;;;;0;0;0;0;0;0;;;;;0,732441591;0,672616357;0,665298103;0,656106423;0,568431436;0,57441747;0,316124904;0,297182926;0,339520995;0,439357593;0,793349977;0,602255956;
109;Bahamas, The;BHS;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Domestic Currency;;;;;;0;0;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;
110;Bahamas, The;BHS;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Percent of GDP;;;;;;0;0;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;
111;Bahamas, The;BHS;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Domestic Currency;;;;;;0;0;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;
112;Bahamas, The;BHS;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Percent of GDP;;;;;;0;0;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;
113;Bahamas, The;BHS;Expenditure on waste management;Expenditure on Waste Management;Domestic Currency;;;;;;0;0;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;
114;Bahamas, The;BHS;Expenditure on waste management;Expenditure on Waste Management;Percent of GDP;;;;;;0;0;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;
115;Bahamas, The;BHS;Expenditure on waste water management;Expenditure on Waste Water Management;Domestic Currency;;;;;;0;0;0;0;0;0;;;;;25533100,75;39027286;35417637,74;29700000;40568392;42261667;38360000,01;51788364;30000000;31018761;52025001;44855018;
116;Bahamas, The;BHS;Expenditure on waste water management;Expenditure on Waste Water Management;Percent of GDP;;;;;;0;0;0;0;0;0;;;;;0,252909071;0,387542539;0,3303731;0,283002687;0,364073913;0,355420811;0,319863916;0,419009879;0,233684899;0,23562609;0,525107252;0,403164342;
117;Bahrain, Kingdom of;BHR;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Domestic Currency;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;
118;Bahrain, Kingdom of;BHR;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Percent of GDP;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;
119;Bahrain, Kingdom of;BHR;Expenditure on environment protection;Environmental Protection Expenditures;Domestic Currency;;;;;;0;0;0;0;0;8860000;8260000;11970000;12650000;28880000;11210000;9319133,37;8030392,99;7160000;19910000;7110000;6125110,13;5510000;5744663,27;4736716,74;5900000;;
120;Bahrain, Kingdom of;BHR;Expenditure on environment protection;Environmental Protection Expenditures;Percent of GDP;;;;;;0;0;0;0;0;0,147561744;0,11871398;0,1465032;0,130853496;0,334849897;0,115947126;0,086128774;0,069456553;0,058521355;0,158597902;0,060899149;0,050535753;0,041310139;0,040575702;0,032743519;0,046282276;;
121;Bahrain, Kingdom of;BHR;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Domestic Currency;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;
122;Bahrain, Kingdom of;BHR;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Percent of GDP;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;
123;Bahrain, Kingdom of;BHR;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Domestic Currency;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;
124;Bahrain, Kingdom of;BHR;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Percent of GDP;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;
125;Bahrain, Kingdom of;BHR;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Domestic Currency;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;
126;Bahrain, Kingdom of;BHR;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Percent of GDP;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;
127;Bahrain, Kingdom of;BHR;Expenditure on waste management;Expenditure on Waste Management;Domestic Currency;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;
128;Bahrain, Kingdom of;BHR;Expenditure on waste management;Expenditure on Waste Management;Percent of GDP;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;
129;Bahrain, Kingdom of;BHR;Expenditure on waste water management;Expenditure on Waste Water Management;Domestic Currency;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;
130;Bahrain, Kingdom of;BHR;Expenditure on waste water management;Expenditure on Waste Water Management;Percent of GDP;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;
131;Bangladesh;BGD;Expenditure on environment protection;Environmental Protection Expenditures;Domestic Currency;;;;;;;121390000;400200000;413240000;429910000;429091000;415349000;487927000;520681000;543085000;6307857000;7287300000;7263200000;4355000000;2330800000;2378900000;2830000000;;;;;;
132;Bangladesh;BGD;Expenditure on environment protection;Environmental Protection Expenditures;Percent of GDP;;;;;;;0,004126523;0,012625645;0,011849524;0,011128258;0,009976481;0,008611182;0,00887463;0,008282101;0,007702549;0,079091548;0,079570549;0,068832188;0,036324262;0,017346464;0,015694;0,016331348;;;;;;
133;Belarus, Rep. of;BLR;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Domestic Currency;;;;;;;;;;;;;;;;;;;;0;73120095,34;0;0;0;0;0;;
134;Belarus, Rep. of;BLR;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Percent of GDP;;;;;;;;;;;;;;;;;;;;0;0,081326048;0;0;0;0;0;;
135;Belarus, Rep. of;BLR;Expenditure on environment protection;Environmental Protection Expenditures;Domestic Currency;;;;;;;;;18024100;31623100;38998700;46128800;53782600;55508000;41061147;50141313,16;58000000;86530000;73365000;93590711,2;79588904,39;87071690;103153867,6;128625837,8;127817207,7;155813504,1;;
136;Belarus, Rep. of;BLR;Expenditure on environment protection;Environmental Protection Expenditures;Percent of GDP;;;;;;;;;0,476674123;0,611756516;0,579649067;0,56281247;0,535305308;0,413702113;0,288977207;0,294142949;0,188774431;0,158011982;0,109387592;0,11614738;0,088520824;0,091703641;0,097546689;0,105155456;0,094867673;0,105991255;;
137;Belarus, Rep. of;BLR;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Domestic Currency;;;;;;;;;;;;;;;;;;;;4635194;2173643,98;2136890;4485043,87;6737853,85;4322572,48;6032312,23;;
138;Belarus, Rep. of;BLR;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Percent of GDP;;;;;;;;;;;;;;;;;;;;0,005752341;0,002417583;0,002250566;0,004241248;0,005508396;0,003208272;0,004103446;;
139;Belarus, Rep. of;BLR;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Domestic Currency;;;;;;;;;;;;;;;;;;;;605867;427018,32;382400;925505,15;827790,33;1393258,18;1407468,86;;
140;Belarus, Rep. of;BLR;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Percent of GDP;;;;;;;;;;;;;;;;;;;;0,000751889;0,000474941;0,000402743;0,000875197;0,000676743;0,001034095;0,000957423;;
141;Belarus, Rep. of;BLR;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Domestic Currency;;;;;;;;;;;;;;;;;;;;88349650,2;3868146,75;84552400;97743318,55;121060193,6;122101377,1;148373723;;
142;Belarus, Rep. of;BLR;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Percent of GDP;;;;;;;;;;;;;;;;;;;;0,10964315;0,004302252;0,089050332;0,092430243;0,098970316;0,090625305;0,100930386;;
143;Belarus, Rep. of;BLR;Expenditure on waste management;Expenditure on Waste Management;Domestic Currency;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;
144;Belarus, Rep. of;BLR;Expenditure on waste management;Expenditure on Waste Management;Percent of GDP;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;
145;Belarus, Rep. of;BLR;Expenditure on waste water management;Expenditure on Waste Water Management;Domestic Currency;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;
146;Belarus, Rep. of;BLR;Expenditure on waste water management;Expenditure on Waste Water Management;Percent of GDP;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;
147;Belgium;BEL;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Domestic Currency;;;;;;;13600000;28100000;28600000;168500000;162900000;156700000;133200000;174900000;156800000;166900000;200200000;184900000;218800000;293100000;211300000;252500000;260800000;219900000;277900000;282500000;323400000;
148;Belgium;BEL;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Percent of GDP;;;;;;;0,005144986;0,010283435;0,010170661;0,056768412;0,052542116;0,048192993;0,038763863;0,049723945;0,045256052;0,045960236;0,053249213;0,047879847;0,055691305;0,072728807;0,0507077;0,058709325;0,058600157;0,047794893;0,058108899;0,061852465;0,06388716;
149;Belgium;BEL;Expenditure on environment protection;Environmental Protection Expenditures;Domestic Currency;1598400000;1570400000;1665900000;1700700000;1848200000;2020800000;2165700000;2260900000;2379400000;2594000000;2631400000;2650000000;2787000000;3371200000;3611400000;4441500000;5679300000;6086400000;6058700000;5492600000;5271200000;5058700000;5590500000;5912200000;6270400000;6648600000;6755300000;
150;Belgium;BEL;Expenditure on environment protection;Environmental Protection Expenditures;Percent of GDP;0,759374599;0,732845516;0,743370177;0,731093954;0,762754534;0,788217306;0,819301265;0,827395656;0,846156308;0,873930328;0,848737409;0,815005951;0,811072729;0,958429758;1,042332303;1,223082007;1,510580688;1,576073024;1,542124822;1,362914512;1,26498073;1,176209354;1,256150994;1,285006662;1,31114085;1,455689551;1,334498869;
151;Belgium;BEL;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Domestic Currency;;;;;;;406100000;402400000;380800000;315600000;335700000;319800000;402100000;446100000;521900000;541400000;581200000;600600000;596000000;555100000;520100000;520400000;594200000;566800000;638200000;649500000;688600000;
152;Belgium;BEL;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Percent of GDP;;;;;;;0,153630809;0,147261715;0,135419149;0,106327067;0,108277399;0,098354303;0,11701914;0,126825912;0,150632228;0,149088506;0,154587624;0,155525345;0,151700265;0,137740568;0,124813416;0,120999337;0,133513088;0,123193021;0,133447641;0,142205933;0,136031845;
153;Belgium;BEL;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Domestic Currency;;;;;;;4100000;3400000;4900000;39000000;43300000;39900000;36400000;41400000;29600000;40600000;40800000;46500000;42400000;53100000;51900000;58600000;90400000;88100000;87400000;61600000;119800000;
154;Belgium;BEL;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Percent of GDP;;;;;;;0,001551062;0,001244259;0,001742526;0,013139276;0,013966075;0,012271222;0,010593128;0,011769991;0,008543234;0,011180261;0,010851987;0,012041173;0,010792099;0,013176048;0,012454944;0,013625214;0,020312324;0,019148386;0,018275343;0,013487122;0,023666301;
155;Belgium;BEL;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Domestic Currency;;;;;;;108600000;109000000;206100000;274100000;322200000;445000000;585700000;793600000;1020500000;2091800000;3127700000;3464800000;3289800000;2829900000;2614200000;2262700000;2559100000;2753700000;2795400000;3066700000;3042500000;
156;Belgium;BEL;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Percent of GDP;;;;;;;0,04108423;0,039889481;0,073292769;0,092345529;0,10392308;0,13685949;0,170450412;0,225619915;0,294539546;0,576031283;0,831905907;0,897209814;0,837354918;0,702201467;0,6273548;0,526105305;0,575014043;0,598512033;0,584518234;0,671444085;0,60104108;
157;Belgium;BEL;Expenditure on waste management;Expenditure on Waste Management;Domestic Currency;;;;;;;1051600000;1120900000;1160300000;1272600000;1324400000;1287100000;1366000000;1674100000;1620300000;1497700000;1566200000;1560600000;1578000000;1478500000;1529100000;1631700000;1726600000;1847900000;1994200000;2058900000;2009500000;
158;Belgium;BEL;Expenditure on waste management;Expenditure on Waste Management;Percent of GDP;;;;;;;0,397828513;0,410202924;0,412622999;0,428744694;0,427174821;0,395846853;0,397533315;0,475945437;0,467655488;0,412430468;0,416578007;0,404117304;0,401649359;0,366869808;0,366952882;0,379390121;0,387956409;0,401637937;0,416987287;0,450789522;0,396973558;
159;Belgium;BEL;Expenditure on waste water management;Expenditure on Waste Water Management;Domestic Currency;;;;;;;581500000;597100000;598800000;524200000;442900000;401400000;263700000;241000000;262300000;103100000;163100000;229100000;333800000;283000000;344600000;332800000;359300000;435800000;477300000;529300000;571500000;
160;Belgium;BEL;Expenditure on waste water management;Expenditure on Waste Water Management;Percent of GDP;;;;;;;0,219986003;0,218513842;0,212943766;0,17660535;0,142853917;0,123450335;0,076741973;0,068516128;0,075705755;0,028391254;0,043381352;0,059325435;0,084962329;0,070222628;0,082696987;0,077380053;0,080732502;0,094720392;0,099803446;0,11588853;0,112898924;
161;Bhutan;BTN;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Domestic Currency;;;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
162;Bhutan;BTN;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Percent of GDP;;;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
163;Bhutan;BTN;Expenditure on environment protection;Environmental Protection Expenditures;Domestic Currency;;;;;;0;0;0;0;0;0;0;0;;;;55166357;84290988;61681261;66856837;93712000;147042000;110668000;86139000;80513000;74719000;;
164;Bhutan;BTN;Expenditure on environment protection;Environmental Protection Expenditures;Percent of GDP;;;;;;0;0;0;0;0;0;0;0;;;;0,071774733;0,094642708;0,062273963;0,060973362;0,076499285;0,107399954;0,072621416;0,05269864;0,046552532;0,042592283;;
165;Bhutan;BTN;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Domestic Currency;;;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
166;Bhutan;BTN;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Percent of GDP;;;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
167;Bhutan;BTN;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Domestic Currency;;;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
168;Bhutan;BTN;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Percent of GDP;;;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
169;Bhutan;BTN;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Domestic Currency;;;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
170;Bhutan;BTN;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Percent of GDP;;;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
171;Bhutan;BTN;Expenditure on waste management;Expenditure on Waste Management;Domestic Currency;;;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
172;Bhutan;BTN;Expenditure on waste management;Expenditure on Waste Management;Percent of GDP;;;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
173;Bhutan;BTN;Expenditure on waste water management;Expenditure on Waste Water Management;Domestic Currency;;;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
174;Bhutan;BTN;Expenditure on waste water management;Expenditure on Waste Water Management;Percent of GDP;;;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
175;Bolivia;BOL;Expenditure on environment protection;Environmental Protection Expenditures;Domestic Currency;;;;;;;;439816985;449903934,8;367600000;491650021,3;565110251,1;622806000,5;;;;;;;;;;;;;;;
176;Bolivia;BOL;Expenditure on environment protection;Environmental Protection Expenditures;Percent of GDP;;;;;;;;0,775933173;0,726771573;0,527962834;0,638309082;0,61593878;0,604612119;;;;;;;;;;;;;;;
177;Botswana;BWA;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Domestic Currency;;;;;;;;;;;;;;;;;;;;;;;407640000;;;;0;
178;Botswana;BWA;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Percent of GDP;;;;;;;;;;;;;;;;;;;;;;;0,244613211;;;;0;
179;Botswana;BWA;Expenditure on environment protection;Environmental Protection Expenditures;Domestic Currency;;;;;;;;;;;;;;;;;;;;;;;526240000;;;;569120000;
180;Botswana;BWA;Expenditure on environment protection;Environmental Protection Expenditures;Percent of GDP;;;;;;;;;;;;;;;;;;;;;;;0,31578171;;;;0,291423083;
181;Botswana;BWA;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Domestic Currency;;;;;;;;;;;;;;;;;;;;;;;97670000;;;;541650000;
182;Botswana;BWA;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Percent of GDP;;;;;;;;;;;;;;;;;;;;;;;0,058608999;;;;0,277356819;
183;Botswana;BWA;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Domestic Currency;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;
